# capture started 2026-07-28T20:13:23.997Z from /dev/ttyUSB0
# dut=AMB1 test=ReverseCurrent baud=921600
utc,micros,volts,amps,watts
# ---- INA260 bench ----
# I2C scan:
#   device at 0x44
# verified INA260 at 0x44 (mfg=0x5449 die=0x2270)
# INA260 online at 0x44 (attempt 1)
# averaging=4  conv=140us  mode=continuous  target=1kHz
# watts is computed V*I (signed), NOT the chip's unsigned power register
# columns below are CSV; '#' lines are comments
2026-07-28T20:13:24.124Z,39386,0.0000,-0.1863,-0.0000
2026-07-28T20:13:24.125Z,40386,0.0000,-0.3162,-0.0000
2026-07-28T20:13:24.126Z,41386,0.0000,-0.3650,-0.0000
2026-07-28T20:13:24.127Z,42386,0.2125,-0.1312,-0.0279
2026-07-28T20:13:24.128Z,43386,0.7487,0.0025,0.0019
2026-07-28T20:13:24.129Z,44386,1.0388,-0.0025,-0.0026
2026-07-28T20:13:24.130Z,45386,1.0388,0.0000,0.0000
2026-07-28T20:13:24.131Z,46386,1.0362,0.0012,0.0013
2026-07-28T20:13:24.132Z,47386,1.0550,0.0012,0.0013
2026-07-28T20:13:24.133Z,48386,1.7100,0.0012,0.0021
2026-07-28T20:13:24.134Z,49386,9.2788,0.0000,0.0000
2026-07-28T20:13:24.135Z,50386,7.1737,-0.0025,-0.0179
2026-07-28T20:13:24.136Z,51386,3.1988,0.0000,0.0000
2026-07-28T20:13:24.137Z,52386,0.8388,-0.0012,-0.0010
2026-07-28T20:13:24.138Z,53386,0.0000,0.0012,0.0000
2026-07-28T20:13:24.139Z,54386,0.0000,-0.0688,-0.0000
2026-07-28T20:13:24.140Z,55386,0.0000,-0.2113,-0.0000
2026-07-28T20:13:24.141Z,56386,0.0000,-0.3300,-0.0000
2026-07-28T20:13:24.142Z,57386,0.0000,-0.3300,-0.0000
2026-07-28T20:13:24.143Z,58386,0.0000,-0.3625,-0.0000
2026-07-28T20:13:24.144Z,59386,0.4387,-0.0850,-0.0373
2026-07-28T20:13:24.145Z,60386,0.8300,-0.0012,-0.0010
2026-07-28T20:13:24.146Z,61386,1.0312,-0.0025,-0.0026
2026-07-28T20:13:24.147Z,62386,1.0375,-0.0025,-0.0026
2026-07-28T20:13:24.148Z,63386,1.0375,0.0012,0.0013
2026-07-28T20:13:24.149Z,64386,1.0450,0.0025,0.0026
2026-07-28T20:13:24.150Z,65386,3.6075,0.0012,0.0045
2026-07-28T20:13:24.151Z,66386,9.0513,0.0012,0.0113
2026-07-28T20:13:24.152Z,67386,6.5788,0.0025,0.0164
2026-07-28T20:13:24.153Z,68386,2.4975,-0.0012,-0.0031
2026-07-28T20:13:24.154Z,69386,0.6988,-0.0012,-0.0009
2026-07-28T20:13:24.155Z,70386,0.0000,-0.0063,-0.0000
2026-07-28T20:13:24.156Z,71386,0.0000,-0.0862,-0.0000
2026-07-28T20:13:24.157Z,72386,0.0000,-0.2338,-0.0000
2026-07-28T20:13:24.158Z,73386,0.0000,-0.3500,-0.0000
2026-07-28T20:13:24.159Z,74386,0.0000,-0.3650,-0.0000
2026-07-28T20:13:24.160Z,75386,0.0000,-0.3650,-0.0000
2026-07-28T20:13:24.161Z,76386,0.5063,-0.0012,-0.0006
2026-07-28T20:13:24.162Z,77386,0.9513,0.0000,0.0000
2026-07-28T20:13:24.163Z,78386,1.0450,0.0000,0.0000
2026-07-28T20:13:24.164Z,79386,1.0425,0.0000,0.0000
2026-07-28T20:13:24.165Z,80386,1.0538,0.0012,0.0013
2026-07-28T20:13:24.166Z,81386,1.0538,-0.0012,-0.0013
2026-07-28T20:13:24.167Z,82386,4.8825,0.0000,0.0000
2026-07-28T20:13:24.168Z,83386,8.7650,0.0012,0.0110
2026-07-28T20:13:24.169Z,84386,5.7650,0.0012,0.0072
2026-07-28T20:13:24.170Z,85386,1.9212,-0.0012,-0.0024
2026-07-28T20:13:24.171Z,86386,0.4800,0.0012,0.0006
2026-07-28T20:13:24.172Z,87386,0.0000,-0.0088,-0.0000
2026-07-28T20:13:24.173Z,88386,0.0000,-0.1063,-0.0000
2026-07-28T20:13:24.174Z,89386,0.0000,-0.2625,-0.0000
2026-07-28T20:13:24.175Z,90386,0.0000,-0.3512,-0.0000
2026-07-28T20:13:24.176Z,91386,0.0000,-0.2800,-0.0000
2026-07-28T20:13:24.177Z,92386,0.0000,-0.0012,-0.0000
2026-07-28T20:13:24.178Z,93386,0.6200,-0.0012,-0.0008
2026-07-28T20:13:24.179Z,94386,0.9837,0.0000,0.0000
2026-07-28T20:13:24.180Z,95386,1.0538,0.0012,0.0013
2026-07-28T20:13:24.181Z,96386,1.0488,0.0025,0.0026
2026-07-28T20:13:24.182Z,97386,1.0562,-0.0037,-0.0040
2026-07-28T20:13:24.183Z,98386,5.9050,-0.0012,-0.0074
2026-07-28T20:13:24.184Z,99386,5.9050,0.0000,0.0000
2026-07-28T20:13:24.185Z,100386,8.6750,0.0025,0.0217
2026-07-28T20:13:24.186Z,101386,5.0212,0.0012,0.0063
2026-07-28T20:13:24.187Z,102386,1.4500,0.0012,0.0018
2026-07-28T20:13:24.188Z,103386,0.2725,-0.0012,-0.0003
2026-07-28T20:13:24.189Z,104386,0.0000,-0.0200,-0.0000
2026-07-28T20:13:24.190Z,105386,0.0000,-0.1437,-0.0000
2026-07-28T20:13:24.191Z,106386,0.0000,-0.2875,-0.0000
2026-07-28T20:13:24.192Z,107386,0.0000,-0.3613,-0.0000
2026-07-28T20:13:24.193Z,108386,0.0000,-0.2250,-0.0000
2026-07-28T20:13:24.194Z,109386,0.0000,0.0037,0.0000
2026-07-28T20:13:24.195Z,110386,0.7362,0.0000,0.0000
2026-07-28T20:13:24.196Z,111386,1.0100,0.0000,0.0000
2026-07-28T20:13:24.197Z,112386,1.0425,0.0000,0.0000
2026-07-28T20:13:24.198Z,113386,1.0450,0.0012,0.0013
2026-07-28T20:13:24.199Z,114386,1.0862,-0.0012,-0.0014
2026-07-28T20:13:24.200Z,115386,7.7175,0.0000,0.0000
2026-07-28T20:13:24.201Z,116386,8.2325,-0.0012,-0.0103
2026-07-28T20:13:24.202Z,117386,8.2325,0.0012,0.0103
2026-07-28T20:13:24.203Z,118386,4.1375,0.0012,0.0052
2026-07-28T20:13:24.204Z,119386,1.1213,0.0000,0.0000
2026-07-28T20:13:24.205Z,120386,0.0737,0.0000,0.0000
2026-07-28T20:13:24.206Z,121386,0.0000,-0.0288,-0.0000
2026-07-28T20:13:24.207Z,122386,0.0000,-0.1750,-0.0000
2026-07-28T20:13:24.208Z,123386,0.0000,-0.3113,-0.0000
2026-07-28T20:13:24.209Z,124386,0.0000,-0.3650,-0.0000
2026-07-28T20:13:24.210Z,125386,0.1250,-0.1737,-0.0217
2026-07-28T20:13:24.211Z,126386,0.1250,0.0012,0.0002
2026-07-28T20:13:24.212Z,127386,0.7675,0.0037,0.0029
2026-07-28T20:13:24.213Z,128386,1.0087,-0.0025,-0.0025
2026-07-28T20:13:24.214Z,129386,1.0300,-0.0025,-0.0026
2026-07-28T20:13:24.215Z,130386,1.0462,-0.0012,-0.0013
2026-07-28T20:13:24.216Z,131386,1.5725,-0.0025,-0.0039
2026-07-28T20:13:24.217Z,132386,9.0300,0.0000,0.0000
2026-07-28T20:13:24.218Z,133386,7.4825,0.0012,0.0094
2026-07-28T20:13:24.219Z,134386,3.5575,-0.0037,-0.0133
2026-07-28T20:13:24.220Z,135386,3.5575,0.0012,0.0044
2026-07-28T20:13:24.221Z,136386,0.8975,-0.0075,-0.0067
2026-07-28T20:13:24.222Z,137386,0.0000,-0.0500,-0.0000
2026-07-28T20:13:24.223Z,138386,0.0000,-0.0500,-0.0000
2026-07-28T20:13:24.224Z,139386,0.0000,-0.2050,-0.0000
2026-07-28T20:13:24.225Z,140386,0.0000,-0.3300,-0.0000
2026-07-28T20:13:24.226Z,141386,0.0000,-0.3663,-0.0000
2026-07-28T20:13:24.227Z,142386,0.3700,-0.0887,-0.0328
2026-07-28T20:13:24.228Z,143386,0.8075,0.0000,0.0000
2026-07-28T20:13:24.229Z,144386,0.8075,0.0012,0.0010
2026-07-28T20:13:24.230Z,145386,1.0300,0.0012,0.0013
2026-07-28T20:13:24.231Z,146386,1.0263,0.0012,0.0013
2026-07-28T20:13:24.232Z,147386,1.0462,0.0012,0.0013
2026-07-28T20:13:24.233Z,148386,2.8100,0.0012,0.0035
2026-07-28T20:13:24.234Z,149386,9.0600,-0.0012,-0.0113
2026-07-28T20:13:24.235Z,150386,6.6625,-0.0012,-0.0083
2026-07-28T20:13:24.236Z,151386,2.7950,0.0025,0.0070
2026-07-28T20:13:24.237Z,152386,0.7538,0.0012,0.0009
2026-07-28T20:13:24.238Z,153386,0.7538,-0.0050,-0.0038
2026-07-28T20:13:24.239Z,154386,0.0000,-0.0750,-0.0000
2026-07-28T20:13:24.240Z,155386,0.0000,-0.2300,-0.0000
2026-07-28T20:13:24.241Z,156386,0.0000,-0.2300,-0.0000
2026-07-28T20:13:24.242Z,157386,0.0000,-0.3375,-0.0000
2026-07-28T20:13:24.243Z,158386,0.0000,-0.3688,-0.0000
2026-07-28T20:13:24.244Z,159386,0.4600,-0.0012,-0.0006
2026-07-28T20:13:24.245Z,160386,0.9275,0.0012,0.0012
2026-07-28T20:13:24.246Z,161386,1.0550,-0.0012,-0.0013
2026-07-28T20:13:24.247Z,162386,1.0550,0.0025,0.0026
2026-07-28T20:13:24.248Z,163386,1.0287,0.0037,0.0039
2026-07-28T20:13:24.249Z,164386,1.0438,0.0012,0.0013
2026-07-28T20:13:24.250Z,165386,4.3350,0.0012,0.0054
2026-07-28T20:13:24.251Z,166386,8.6100,0.0012,0.0108
2026-07-28T20:13:24.252Z,167386,6.0388,0.0012,0.0075
2026-07-28T20:13:24.253Z,168386,2.0850,0.0012,0.0026
2026-07-28T20:13:24.254Z,169386,0.5325,0.0012,0.0007
2026-07-28T20:13:24.255Z,170386,0.0000,-0.0075,-0.0000
2026-07-28T20:13:24.256Z,171386,0.0000,-0.1025,-0.0000
2026-07-28T20:13:24.257Z,172386,0.0000,-0.2562,-0.0000
2026-07-28T20:13:24.258Z,173386,0.0000,-0.3462,-0.0000
2026-07-28T20:13:24.259Z,174386,0.0000,-0.3462,-0.0000
2026-07-28T20:13:24.260Z,175386,0.0000,-0.3175,-0.0000
2026-07-28T20:13:24.261Z,176386,0.6112,0.0012,0.0008
2026-07-28T20:13:24.262Z,177386,0.9787,-0.0012,-0.0012
2026-07-28T20:13:24.263Z,178386,1.0525,0.0000,0.0000
2026-07-28T20:13:24.264Z,179386,1.0462,0.0000,0.0000
2026-07-28T20:13:24.265Z,180386,1.0462,0.0012,0.0013
2026-07-28T20:13:24.266Z,181386,1.0412,-0.0025,-0.0026
2026-07-28T20:13:24.267Z,182386,5.8762,0.0012,0.0073
2026-07-28T20:13:24.268Z,183386,8.6912,0.0012,0.0109
2026-07-28T20:13:24.269Z,184386,5.2175,0.0012,0.0065
2026-07-28T20:13:24.270Z,185386,1.5812,-0.0012,-0.0020
2026-07-28T20:13:24.271Z,186386,0.3400,-0.0012,-0.0004
2026-07-28T20:13:24.272Z,187386,0.0000,-0.0100,-0.0000
2026-07-28T20:13:24.273Z,188386,0.0000,-0.1388,-0.0000
2026-07-28T20:13:24.274Z,189386,0.0000,-0.2725,-0.0000
2026-07-28T20:13:24.275Z,190386,0.0000,-0.3625,-0.0000
2026-07-28T20:13:24.276Z,191386,0.0000,-0.2688,-0.0000
2026-07-28T20:13:24.277Z,192386,0.0000,-0.2688,-0.0000
2026-07-28T20:13:24.278Z,193386,0.7075,-0.0012,-0.0009
2026-07-28T20:13:24.279Z,194386,1.0075,-0.0012,-0.0013
2026-07-28T20:13:24.280Z,195386,1.0488,0.0012,0.0013
2026-07-28T20:13:24.281Z,196386,1.0375,0.0025,0.0026
2026-07-28T20:13:24.282Z,197386,1.0838,0.0012,0.0014
2026-07-28T20:13:24.283Z,198386,1.0838,0.0000,0.0000
2026-07-28T20:13:24.284Z,199386,7.2913,0.0000,0.0000
2026-07-28T20:13:24.285Z,200386,8.5300,0.0012,0.0107
2026-07-28T20:13:24.286Z,201386,4.5287,0.0012,0.0057
2026-07-28T20:13:24.287Z,202386,1.2025,0.0012,0.0015
2026-07-28T20:13:24.288Z,203386,0.1363,-0.0025,-0.0003
2026-07-28T20:13:24.289Z,204386,0.0000,-0.0175,-0.0000
2026-07-28T20:13:24.290Z,205386,0.0000,-0.1700,-0.0000
2026-07-28T20:13:24.291Z,206386,0.0000,-0.3013,-0.0000
2026-07-28T20:13:24.292Z,207386,0.0000,-0.3650,-0.0000
2026-07-28T20:13:24.293Z,208386,0.0000,-0.1787,-0.0000
2026-07-28T20:13:24.294Z,209386,0.0575,0.0012,0.0001
2026-07-28T20:13:24.295Z,210386,0.7775,0.0012,0.0010
2026-07-28T20:13:24.296Z,211386,1.0137,0.0000,0.0000
2026-07-28T20:13:24.297Z,212386,1.0300,0.0012,0.0013
2026-07-28T20:13:24.298Z,213386,1.0425,-0.0012,-0.0013
2026-07-28T20:13:24.299Z,214386,1.3412,0.0025,0.0034
2026-07-28T20:13:24.300Z,215386,8.4575,-0.0025,-0.0211
2026-07-28T20:13:24.301Z,216386,8.4575,0.0000,0.0000
2026-07-28T20:13:24.302Z,217386,7.6750,-0.0025,-0.0192
2026-07-28T20:13:24.303Z,218386,3.7900,0.0000,0.0000
2026-07-28T20:13:24.304Z,219386,0.9588,0.0000,0.0000
2026-07-28T20:13:24.305Z,220386,0.0000,-0.0050,-0.0000
2026-07-28T20:13:24.306Z,221386,0.0000,-0.0388,-0.0000
2026-07-28T20:13:24.307Z,222386,0.0000,-0.1887,-0.0000
2026-07-28T20:13:24.308Z,223386,0.0000,-0.3237,-0.0000
2026-07-28T20:13:24.309Z,224386,0.0000,-0.3675,-0.0000
2026-07-28T20:13:24.310Z,225386,0.0000,-0.0962,-0.0000
2026-07-28T20:13:24.311Z,226386,0.2575,0.0025,0.0006
2026-07-28T20:13:24.312Z,227386,0.7713,0.0012,0.0010
2026-07-28T20:13:24.313Z,228386,1.0525,0.0012,0.0013
2026-07-28T20:13:24.314Z,229386,1.0213,0.0000,0.0000
2026-07-28T20:13:24.315Z,230386,1.0688,0.0012,0.0013
2026-07-28T20:13:24.316Z,231386,1.9875,0.0000,0.0000
2026-07-28T20:13:24.317Z,232386,9.1388,0.0000,0.0000
2026-07-28T20:13:24.318Z,233386,6.9237,-0.0012,-0.0087
2026-07-28T20:13:24.319Z,234386,6.9237,0.0012,0.0087
2026-07-28T20:13:24.320Z,235386,3.0025,-0.0012,-0.0038
2026-07-28T20:13:24.321Z,236386,0.8037,-0.0025,-0.0020
2026-07-28T20:13:24.322Z,237386,0.0000,-0.0025,-0.0000
2026-07-28T20:13:24.323Z,238386,0.0000,-0.0625,-0.0000
2026-07-28T20:13:24.324Z,239386,0.0000,-0.2225,-0.0000
2026-07-28T20:13:24.325Z,240386,0.0000,-0.3350,-0.0000
2026-07-28T20:13:24.326Z,241386,0.0000,-0.3663,-0.0000
2026-07-28T20:13:24.327Z,242386,0.4450,-0.0375,-0.0167
2026-07-28T20:13:24.328Z,243386,0.4450,0.0000,0.0000
2026-07-28T20:13:24.329Z,244386,0.8975,0.0012,0.0011
2026-07-28T20:13:24.330Z,245386,1.0512,0.0037,0.0039
2026-07-28T20:13:24.331Z,246386,1.0388,0.0037,0.0039
2026-07-28T20:13:24.332Z,247386,1.0462,-0.0025,-0.0026
2026-07-28T20:13:24.333Z,248386,4.1950,-0.0012,-0.0052
2026-07-28T20:13:24.334Z,249386,8.7563,0.0012,0.0109
2026-07-28T20:13:24.335Z,250386,6.2950,0.0000,0.0000
2026-07-28T20:13:24.336Z,251386,2.2550,0.0025,0.0056
2026-07-28T20:13:24.337Z,252386,2.2550,0.0025,0.0056
2026-07-28T20:13:24.338Z,253386,0.6062,-0.0063,-0.0038
2026-07-28T20:13:24.339Z,254386,0.0000,-0.0975,-0.0000
2026-07-28T20:13:24.340Z,255386,0.0000,-0.0975,-0.0000
2026-07-28T20:13:24.341Z,256386,0.0000,-0.2500,-0.0000
2026-07-28T20:13:24.342Z,257386,0.0000,-0.3500,-0.0000
2026-07-28T20:13:24.343Z,258386,0.0000,-0.3550,-0.0000
2026-07-28T20:13:24.344Z,259386,0.5638,0.0012,0.0007
2026-07-28T20:13:24.345Z,260386,0.9737,0.0000,0.0000
2026-07-28T20:13:24.346Z,261386,0.9737,0.0037,0.0037
2026-07-28T20:13:24.347Z,262386,1.0275,0.0000,0.0000
2026-07-28T20:13:24.348Z,263386,1.0488,0.0012,0.0013
2026-07-28T20:13:24.349Z,264386,1.0575,0.0012,0.0013
2026-07-28T20:13:24.350Z,265386,5.6250,-0.0025,-0.0141
2026-07-28T20:13:24.351Z,266386,8.7775,0.0025,0.0219
2026-07-28T20:13:24.352Z,267386,5.4975,0.0000,0.0000
2026-07-28T20:13:24.353Z,268386,1.8075,-0.0012,-0.0023
2026-07-28T20:13:24.354Z,269386,0.4025,-0.0012,-0.0005
2026-07-28T20:13:24.355Z,270386,0.4025,-0.0075,-0.0030
2026-07-28T20:13:24.356Z,271386,0.0000,-0.1287,-0.0000
2026-07-28T20:13:24.357Z,272386,0.0000,-0.2675,-0.0000
2026-07-28T20:13:24.358Z,273386,0.0000,-0.2675,-0.0000
2026-07-28T20:13:24.359Z,274386,0.0000,-0.3638,-0.0000
2026-07-28T20:13:24.360Z,275386,0.0000,-0.2725,-0.0000
2026-07-28T20:13:24.361Z,276386,0.6875,0.0050,0.0034
2026-07-28T20:13:24.362Z,277386,0.9887,-0.0012,-0.0012
2026-07-28T20:13:24.363Z,278386,1.0538,-0.0012,-0.0013
2026-07-28T20:13:24.364Z,279386,1.0538,0.0012,0.0013
2026-07-28T20:13:24.365Z,280386,1.0512,0.0063,0.0066
2026-07-28T20:13:24.366Z,281386,1.0725,0.0025,0.0027
2026-07-28T20:13:24.367Z,282386,6.5862,0.0025,0.0165
2026-07-28T20:13:24.368Z,283386,8.6388,0.0000,0.0000
2026-07-28T20:13:24.369Z,284386,4.8075,0.0000,0.0000
2026-07-28T20:13:24.370Z,285386,1.2912,-0.0050,-0.0065
2026-07-28T20:13:24.371Z,286386,0.2150,-0.0012,-0.0003
2026-07-28T20:13:24.372Z,287386,0.0000,-0.0150,-0.0000
2026-07-28T20:13:24.373Z,288386,0.0000,-0.1562,-0.0000
2026-07-28T20:13:24.374Z,289386,0.0000,-0.2950,-0.0000
2026-07-28T20:13:24.375Z,290386,0.0000,-0.3613,-0.0000
2026-07-28T20:13:24.376Z,291386,0.0000,-0.3613,-0.0000
2026-07-28T20:13:24.377Z,292386,0.0000,-0.1813,-0.0000
2026-07-28T20:13:24.378Z,293386,0.7300,0.0025,0.0018
2026-07-28T20:13:24.379Z,294386,1.0350,-0.0012,-0.0013
2026-07-28T20:13:24.380Z,295386,1.0388,0.0025,0.0026
2026-07-28T20:13:24.381Z,296386,1.0525,0.0012,0.0013
2026-07-28T20:13:24.382Z,297386,1.0525,0.0012,0.0013
2026-07-28T20:13:24.383Z,298386,1.1175,0.0025,0.0028
2026-07-28T20:13:24.384Z,299386,7.8100,-0.0012,-0.0098
2026-07-28T20:13:24.385Z,300386,7.9450,-0.0012,-0.0099
2026-07-28T20:13:24.386Z,301386,3.9388,0.0000,0.0000
2026-07-28T20:13:24.387Z,302386,1.0137,-0.0012,-0.0013
2026-07-28T20:13:24.388Z,303386,0.0063,-0.0037,-0.0000
2026-07-28T20:13:24.389Z,304386,0.0000,-0.0388,-0.0000
2026-07-28T20:13:24.390Z,305386,0.0000,-0.1850,-0.0000
2026-07-28T20:13:24.391Z,306386,0.0000,-0.3137,-0.0000
2026-07-28T20:13:24.392Z,307386,0.0000,-0.3675,-0.0000
2026-07-28T20:13:24.393Z,308386,0.0000,-0.1325,-0.0000
2026-07-28T20:13:24.394Z,309386,0.2288,-0.1325,-0.0303
2026-07-28T20:13:24.395Z,310386,0.7937,0.0012,0.0010
2026-07-28T20:13:24.396Z,311386,1.0287,0.0012,0.0013
2026-07-28T20:13:24.397Z,312386,1.0263,-0.0012,-0.0013
2026-07-28T20:13:24.398Z,313386,1.0375,0.0000,0.0000
2026-07-28T20:13:24.399Z,314386,1.7275,0.0000,0.0000
2026-07-28T20:13:24.400Z,315386,1.7275,0.0000,0.0000
2026-07-28T20:13:24.401Z,316386,9.2425,0.0000,0.0000
2026-07-28T20:13:24.402Z,317386,7.1813,0.0000,0.0000
2026-07-28T20:13:24.403Z,318386,3.1388,0.0000,0.0000
2026-07-28T20:13:24.404Z,319386,0.8487,0.0000,0.0000
2026-07-28T20:13:24.405Z,320386,0.0000,-0.0012,-0.0000
2026-07-28T20:13:24.406Z,321386,0.0000,-0.0650,-0.0000
2026-07-28T20:13:24.407Z,322386,0.0000,-0.2138,-0.0000
2026-07-28T20:13:24.408Z,323386,0.0000,-0.3262,-0.0000
2026-07-28T20:13:24.409Z,324386,0.0000,-0.3663,-0.0000
2026-07-28T20:13:24.410Z,325386,0.0000,-0.0825,-0.0000
2026-07-28T20:13:24.411Z,326386,0.4462,0.0012,0.0006
2026-07-28T20:13:24.412Z,327386,0.8662,0.0012,0.0011
2026-07-28T20:13:24.413Z,328386,1.0200,-0.0012,-0.0013
2026-07-28T20:13:24.414Z,329386,1.0412,-0.0012,-0.0013
2026-07-28T20:13:24.415Z,330386,1.0475,0.0025,0.0026
2026-07-28T20:13:24.416Z,331386,3.7000,-0.0012,-0.0046
2026-07-28T20:13:24.417Z,332386,8.9325,0.0037,0.0335
2026-07-28T20:13:24.418Z,333386,8.9325,0.0012,0.0112
2026-07-28T20:13:24.419Z,334386,6.5050,-0.0012,-0.0081
2026-07-28T20:13:24.420Z,335386,2.4000,-0.0012,-0.0030
2026-07-28T20:13:24.421Z,336386,0.6587,-0.0012,-0.0008
2026-07-28T20:13:24.422Z,337386,0.0000,-0.0025,-0.0000
2026-07-28T20:13:24.423Z,338386,0.0000,-0.0825,-0.0000
2026-07-28T20:13:24.424Z,339386,0.0000,-0.2350,-0.0000
2026-07-28T20:13:24.425Z,340386,0.0000,-0.3487,-0.0000
2026-07-28T20:13:24.426Z,341386,0.0000,-0.3650,-0.0000
2026-07-28T20:13:24.427Z,342386,0.0000,0.0012,0.0000
2026-07-28T20:13:24.428Z,343386,0.5312,0.0000,0.0000
2026-07-28T20:13:24.429Z,344386,0.9613,-0.0012,-0.0012
2026-07-28T20:13:24.430Z,345386,1.0412,-0.0012,-0.0013
2026-07-28T20:13:24.431Z,346386,1.0400,-0.0012,-0.0013
2026-07-28T20:13:24.432Z,347386,1.0625,0.0000,0.0000
2026-07-28T20:13:24.433Z,348386,4.9550,0.0000,0.0000
2026-07-28T20:13:24.434Z,349386,8.7212,0.0050,0.0436
2026-07-28T20:13:24.435Z,350386,5.7937,0.0037,0.0217
2026-07-28T20:13:24.436Z,351386,5.7937,0.0037,0.0217
2026-07-28T20:13:24.437Z,352386,1.8775,0.0012,0.0023
2026-07-28T20:13:24.438Z,353386,0.4600,-0.0125,-0.0058
2026-07-28T20:13:24.439Z,354386,0.0000,-0.0125,-0.0000
2026-07-28T20:13:24.440Z,355386,0.0000,-0.1138,-0.0000
2026-07-28T20:13:24.441Z,356386,0.0000,-0.2625,-0.0000
2026-07-28T20:13:24.442Z,357386,0.0000,-0.3562,-0.0000
2026-07-28T20:13:24.443Z,358386,0.0000,-0.2763,-0.0000
2026-07-28T20:13:24.444Z,359386,0.6250,0.0000,0.0000
2026-07-28T20:13:24.445Z,360386,0.6250,0.0012,0.0008
2026-07-28T20:13:24.446Z,361386,0.9862,0.0000,0.0000
2026-07-28T20:13:24.447Z,362386,1.0550,-0.0012,-0.0013
2026-07-28T20:13:24.448Z,363386,1.0662,-0.0012,-0.0013
2026-07-28T20:13:24.449Z,364386,1.0450,-0.0025,-0.0026
2026-07-28T20:13:24.450Z,365386,5.9187,0.0000,0.0000
2026-07-28T20:13:24.451Z,366386,8.7312,0.0000,0.0000
2026-07-28T20:13:24.452Z,367386,4.9563,0.0012,0.0062
2026-07-28T20:13:24.453Z,368386,1.4175,-0.0037,-0.0053
2026-07-28T20:13:24.454Z,369386,1.4175,-0.0012,-0.0018
2026-07-28T20:13:24.455Z,370386,0.2313,-0.0162,-0.0038
2026-07-28T20:13:24.456Z,371386,0.0000,-0.1462,-0.0000
2026-07-28T20:13:24.457Z,372386,0.0000,-0.1462,-0.0000
2026-07-28T20:13:24.458Z,373386,0.0000,-0.2900,-0.0000
2026-07-28T20:13:24.459Z,374386,0.0000,-0.3613,-0.0000
2026-07-28T20:13:24.460Z,375386,0.0000,-0.2237,-0.0000
2026-07-28T20:13:24.461Z,376386,0.6862,0.0037,0.0026
2026-07-28T20:13:24.462Z,377386,1.0025,-0.0012,-0.0013
2026-07-28T20:13:24.463Z,378386,1.0025,0.0050,0.0050
2026-07-28T20:13:24.464Z,379386,1.0250,0.0012,0.0013
2026-07-28T20:13:24.465Z,380386,1.0462,-0.0012,-0.0013
2026-07-28T20:13:24.466Z,381386,1.1000,-0.0012,-0.0014
2026-07-28T20:13:24.467Z,382386,7.6813,0.0000,0.0000
2026-07-28T20:13:24.468Z,383386,8.2250,0.0000,0.0000
2026-07-28T20:13:24.469Z,384386,4.1950,0.0025,0.0105
2026-07-28T20:13:24.470Z,385386,1.1250,0.0012,0.0014
2026-07-28T20:13:24.471Z,386386,0.0875,-0.0050,-0.0004
2026-07-28T20:13:24.472Z,387386,0.0875,-0.0362,-0.0032
2026-07-28T20:13:24.473Z,388386,0.0000,-0.1800,-0.0000
2026-07-28T20:13:24.474Z,389386,0.0000,-0.3100,-0.0000
2026-07-28T20:13:24.475Z,390386,0.0000,-0.3100,-0.0000
2026-07-28T20:13:24.476Z,391386,0.0000,-0.3675,-0.0000
2026-07-28T20:13:24.477Z,392386,0.1312,-0.1725,-0.0226
2026-07-28T20:13:24.478Z,393386,0.7925,-0.0025,-0.0020
2026-07-28T20:13:24.479Z,394386,1.0200,0.0012,0.0013
2026-07-28T20:13:24.480Z,395386,1.0312,-0.0025,-0.0026
2026-07-28T20:13:24.481Z,396386,1.0312,-0.0012,-0.0013
2026-07-28T20:13:24.482Z,397386,1.0438,0.0000,0.0000
2026-07-28T20:13:24.483Z,398386,1.6200,-0.0012,-0.0020
2026-07-28T20:13:24.484Z,399386,9.2163,-0.0012,-0.0115
2026-07-28T20:13:24.485Z,400386,7.4138,-0.0037,-0.0278
2026-07-28T20:13:24.486Z,401386,3.4250,0.0012,0.0043
2026-07-28T20:13:24.487Z,402386,0.8763,-0.0012,-0.0011
2026-07-28T20:13:24.488Z,403386,0.0000,-0.0012,-0.0000
2026-07-28T20:13:24.489Z,404386,0.0000,-0.0562,-0.0000
2026-07-28T20:13:24.490Z,405386,0.0000,-0.1937,-0.0000
2026-07-28T20:13:24.491Z,406386,0.0000,-0.3313,-0.0000
2026-07-28T20:13:24.492Z,407386,0.0000,-0.3688,-0.0000
2026-07-28T20:13:24.493Z,408386,0.0000,-0.3688,-0.0000
2026-07-28T20:13:24.494Z,409386,0.3812,-0.0838,-0.0319
2026-07-28T20:13:24.495Z,410386,0.8037,0.0012,0.0010
2026-07-28T20:13:24.496Z,411386,1.0263,0.0012,0.0013
2026-07-28T20:13:24.497Z,412386,1.0388,0.0012,0.0013
2026-07-28T20:13:24.498Z,413386,1.0625,0.0025,0.0027
2026-07-28T20:13:24.499Z,414386,1.0625,0.0012,0.0013
2026-07-28T20:13:24.500Z,415386,2.8600,0.0012,0.0036
2026-07-28T20:13:24.501Z,416386,9.0188,0.0000,0.0000
2026-07-28T20:13:24.502Z,417386,6.6962,0.0000,0.0000
2026-07-28T20:13:24.503Z,418386,2.7475,0.0012,0.0034
2026-07-28T20:13:24.504Z,419386,0.7513,0.0025,0.0019
